"","area_m","green_zone_part","indust_part","preschool_quota","school_education_centers_raion","school_education_centers_top_20_raion","healthcare_centers_raion","university_top_20_raion","sport_objects_raion","culture_objects_top_25","culture_objects_top_25_raion","shopping_centers_raion","oil_chemistry_raion","radiation_raion","big_market_raion","ekder_male","X16_29_female","build_count_block","build_count_frame","build_count_monolith","build_count_mix"
"2296",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"2297",8841267.454,0.127511955,0.307466659,2646,6,0,2,0,3,"no",0,5,"no","no","no",7943,10483,101,0,2,0
"2298",5725729.259,0.141280723,0.175054867,3916,4,0,1,0,6,"no",0,0,"no","yes","no",7691,7935,95,0,3,0
"2299",3326418.741,0.051880656,0,3091,7,1,1,0,6,"no",0,1,"no","no","no",7744,6791,39,0,12,0
"2300",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"2301",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"2302",4389199.094,0.033225884,0.13012277,1860,3,0,0,0,1,"no",0,0,"no","no","no",2335,3269,22,7,3,0
"2303",7984443.568,0.372734826,0.000995363,4547,8,1,1,0,7,"no",0,5,"no","yes","no",8404,2874,155,0,6,0
"2304",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"2305",7798452.185,0.199430788,0.081943463,485,7,0,1,0,10,"no",0,4,"no","yes","no",6300,2319,5,0,4,0
"2306",3326418.741,0.051880656,0,3091,7,1,1,0,6,"no",0,1,"no","no","no",7744,6791,39,0,12,0
"2307",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"2308",7506452.02,0.007670134,0.486245621,852,3,0,0,0,7,"no",0,6,"no","yes","no",2608,2522,24,0,2,0
"2309",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"2310",7126815.285,0.125881935,0.458174486,1208,4,0,1,0,6,"no",0,5,"no","no","no",4434,10265,55,0,6,0
"2311",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"2312",15094874.77,0.300284261,0.033493708,7610,11,0,3,0,11,"no",0,8,"no","yes","no",19275,138754,112,5,8,1
"2313",4684027.803,0.015525089,0.212515361,1070,1,0,3,0,7,"no",0,7,"no","no","no",4589,2593,70,0,4,0
"2314",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
"2315",16861532.79,0.069670879,0.130617806,4182,6,0,1,0,12,"no",0,9,"no","yes","no",8173,14145,64,1,8,0
"2316",5725729.259,0.141280723,0.175054867,3916,4,0,1,0,6,"no",0,0,"no","yes","no",7691,7935,95,0,3,0
"2317",4787424.272,0.03845587,0.122090347,3272,6,0,4,0,7,"no",0,0,"no","no","no",6980,9174,101,0,11,0
"2318",3292112.223,0.063747248,0.092290642,2757,5,0,1,0,3,"no",0,2,"no","no","no",5955,5045,97,0,13,0
"2319",13089795.79,0.183968555,0.150817539,922,4,0,4,0,10,"no",0,5,"no","yes","no",4107,22101,17,0,58,0
"2320",66772450.69,0.336176896,0.072157581,2854,0,0,0,0,1,"no",0,0,"no","no","yes",583,1381,42,0,6,0
"2321",14795571.25,0.308056827,0.050900058,4519,6,0,2,0,8,"no",0,3,"no","yes","no",9206,194701,52,0,3,0
"2322",9282438.657,0.153279465,0.127375905,3844,7,0,3,0,3,"no",0,9,"no","no","no",9229,12299,41,0,1,0
"2323",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"2324",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"2325",7126815.285,0.125881935,0.458174486,1208,4,0,1,0,6,"no",0,5,"no","no","no",4434,10265,55,0,6,0
"2326",7462269.563,0.387099854,0.007720282,3648,6,0,0,0,4,"no",0,4,"no","no","no",11931,8842,14,0,2,0
"2327",17526506.21,0.133372781,0.309479124,1830,3,0,0,0,7,"no",0,6,"no","no","no",7300,14543,81,4,24,0
"2328",27456466.68,0.852922841,0.086885265,725,3,0,0,0,1,"no",0,0,"no","no","no",2629,13919,39,0,0,0
"2329",11275073.5,0.331075802,0.000991363,3587,9,2,1,1,14,"no",0,9,"no","yes","no",9871,13371,13,0,18,0
"2330",12505755.08,0.403651442,0.049863387,1120,5,0,3,0,8,"yes",4,1,"no","no","no",5214,7054,78,1,1,0
"2331",5391434.257,0.079151397,0,3092,5,0,0,2,4,"no",0,2,"no","yes","no",8485,7719,223,0,8,0
"2332",3879802.193,0.157331846,0.232205084,2200,4,1,0,0,4,"no",0,3,"no","no","no",5743,3864,41,0,7,0
"2333",10046857.44,0.071056234,0.246031548,3150,5,0,3,1,7,"no",0,3,"no","yes","no",4819,14342,4,0,3,0
"2334",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"2335",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"2336",8398460.622,0.015233744,0.037316452,3240,9,0,4,2,25,"no",0,10,"no","yes","no",8563,2581,48,0,16,1
"2337",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"2338",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"2339",11638050.15,0.068202173,0.042031587,3240,9,0,2,1,29,"yes",3,5,"no","yes","no",10594,5350,99,1,33,1
"2340",3875439.354,0.100505636,0.219006007,3062,4,0,1,0,3,"no",0,4,"no","no","no",6400,6556,39,0,7,0
"2341",9589336.912,0.372602044,0.049637257,3119,8,0,1,0,6,"yes",1,3,"no","no","no",9266,7593,83,0,4,0
"2342",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"2343",8591335.051,0.058543047,0.025609157,4249,7,0,3,0,6,"no",0,1,"no","no","no",4780,13334,13,83,18,8
"2344",7798452.185,0.199430788,0.081943463,485,7,0,1,0,10,"no",0,4,"no","yes","no",6300,2319,5,0,4,0
"2345",4695913.354,0.260459642,0,866,5,0,1,1,9,"no",0,2,"no","no","no",3676,11396,34,0,47,0
"2346",11324091.93,0.083809588,0.371148999,3953,5,0,2,0,4,"no",0,5,"no","no","no",6180,15247,43,79,16,5
"2347",6050064.566,0.16752567,0.093442564,2372,8,0,2,1,11,"no",0,4,"no","yes","no",5579,8437,38,0,9,0
"2348",5646405.14,0.258663383,0.101872465,2703,5,0,3,0,4,"no",0,3,"no","yes","no",5511,7679,9,47,13,2
"2349",5725729.259,0.141280723,0.175054867,3916,4,0,1,0,6,"no",0,0,"no","yes","no",7691,7935,95,0,3,0
"2350",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"2351",12495435.25,0.027650988,0.341071945,2235,9,0,3,0,12,"no",0,11,"no","no","no",6708,12527,47,0,3,0
"2352",3496889.653,0.067926965,0.174739084,1744,6,0,0,0,5,"no",0,3,"no","no","no",4608,6200,17,14,5,0
"2353",4190070.548,0.051566848,0.034331497,3064,7,0,0,0,5,"no",0,4,"no","no","no",7003,15726,191,0,0,0
"2354",11275073.5,0.331075802,0.000991363,3587,9,2,1,1,14,"no",0,9,"no","yes","no",9871,13371,13,0,18,0
"2355",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"2356",6050064.566,0.16752567,0.093442564,2372,8,0,2,1,11,"no",0,4,"no","yes","no",5579,8437,38,0,9,0
"2357",3998216.265,0.258712472,0.014423114,1094,1,0,0,0,2,"no",0,3,"no","no","no",3963,16598,102,0,1,0
"2358",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"2359",5234028.171,0.044073572,0.200146802,1037,3,0,2,0,9,"no",0,0,"no","yes","no",5092,142797,72,0,0,0
"2360",5391434.257,0.079151397,0,3092,5,0,0,2,4,"no",0,2,"no","yes","no",8485,7719,223,0,8,0
"2361",8591335.051,0.058543047,0.025609157,4249,7,0,3,0,6,"no",0,1,"no","no","no",4780,13334,13,83,18,8
"2362",10207215.1,0.512707469,0.000169676,2697,8,1,1,0,5,"no",0,1,"no","yes","no",9775,16643,72,0,7,0
"2363",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"2364",5686537.395,0.073520961,0.000699119,0,2,0,0,0,10,"yes",1,3,"no","yes","no",3966,9390,36,0,3,0
"2365",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"2366",6982964.492,0.348985814,0,3422,7,1,2,0,6,"no",0,5,"no","yes","no",9321,8765,72,4,5,0
"2367",2104404.816,0.033500178,0.08761909,1468,2,0,1,0,4,"no",0,0,"no","no","no",2435,7198,25,0,0,0
"2368",5540725.595,0.268177191,0,748,6,2,0,0,6,"no",0,4,"no","yes","no",7480,14688,22,0,7,0
"2369",5646405.14,0.258663383,0.101872465,2703,5,0,3,0,4,"no",0,3,"no","yes","no",5511,7679,9,47,13,2
"2370",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
"2371",6407578.1,0.189727117,6.99893e-05,5001,5,0,1,0,7,"no",0,16,"no","no","no",10580,8083,25,0,2,0
"2372",4662813.069,0.109947031,0.050272014,2058,6,1,0,1,4,"no",0,3,"no","no","no",6156,119309,31,0,12,0
"2373",7759253.984,0.278314608,0.148903891,1065,3,0,3,0,3,"no",0,2,"no","no","no",2305,3845,26,0,10,0
"2374",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"2375",11324091.93,0.083809588,0.371148999,3953,5,0,2,0,4,"no",0,5,"no","no","no",6180,15247,43,79,16,5
"2376",18445806.5,0.030696593,0.428825818,2936,5,0,0,0,4,"no",0,2,"no","yes","no",6654,4404,53,0,5,1
"2377",4602089.659,0.114157061,0,3909,5,0,0,0,5,"no",0,5,"no","no","no",9277,5490,25,0,1,0
"2378",5234028.171,0.044073572,0.200146802,1037,3,0,2,0,9,"no",0,0,"no","yes","no",5092,142797,72,0,0,0
"2379",8392316.21,0.426396297,0.002211665,4523,6,0,1,0,3,"no",0,5,"no","yes","yes",12885,9843,53,0,8,0
"2380",7506452.02,0.007670134,0.486245621,852,3,0,0,0,7,"no",0,6,"no","yes","no",2608,2522,24,0,2,0
"2381",14795571.25,0.308056827,0.050900058,4519,6,0,2,0,8,"no",0,3,"no","yes","no",9206,194701,52,0,3,0
"2382",14883622.34,0.024444186,0.158249043,3848,5,0,1,0,4,"no",0,0,"no","yes","no",2488,12465,12,36,14,9
"2383",4395332.782,0.063755213,0.038692987,2215,4,0,2,0,7,"no",0,5,"no","yes","no",7105,9353,108,0,4,0
"2384",5264733.751,0.184282943,0.050755569,3082,4,0,0,0,10,"no",0,1,"no","no","no",6668,11620,58,0,14,0
"2385",7905261.321,0.014925117,0.319809354,643,4,0,5,1,14,"no",0,8,"no","yes","no",6551,8609,94,0,7,0
"2386",13089795.79,0.183968555,0.150817539,922,4,0,4,0,10,"no",0,5,"no","yes","no",4107,22101,17,0,58,0
"2387",17881913.61,0.260652636,0.133215333,5153,13,0,3,0,13,"no",0,4,"no","yes","yes",9536,9590,58,0,4,0
"2388",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"2389",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"2390",8889466.752,0.579644597,0,3617,6,0,2,0,6,"no",0,8,"no","no","no",4233,10359,4,0,1,0
"2391",8392316.21,0.426396297,0.002211665,4523,6,0,1,0,3,"no",0,5,"no","yes","yes",12885,9843,53,0,8,0
"2392",4684027.803,0.015525089,0.212515361,1070,1,0,3,0,7,"no",0,7,"no","no","no",4589,2593,70,0,4,0
"2393",10416574.64,0.146446907,0.197367951,1135,2,0,0,0,1,"no",0,1,"no","no","no",841,13197,9,2,6,0
"2394",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"2395",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"2396",6407578.1,0.189727117,6.99893e-05,5001,5,0,1,0,7,"no",0,16,"no","no","no",10580,8083,25,0,2,0
"2397",8568431.188,0.063647724,0.236108458,2354,4,0,3,0,14,"no",0,10,"no","no","no",3943,7626,38,3,34,0
"2398",4190070.548,0.051566848,0.034331497,3064,7,0,0,0,5,"no",0,4,"no","no","no",7003,15726,191,0,0,0
"2399",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"2400",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"2401",8087656.379,0.048011029,0.007658515,3318,10,0,3,1,24,"yes",1,19,"no","yes","no",9567,12162,70,1,19,3
"2402",5391434.257,0.079151397,0,3092,5,0,0,2,4,"no",0,2,"no","yes","no",8485,7719,223,0,8,0
"2403",6879019.638,0.061476659,0.282797669,2546,5,0,0,0,5,"no",0,6,"no","no","no",8428,11960,47,0,5,0
"2404",12505755.08,0.403651442,0.049863387,1120,5,0,3,0,8,"yes",4,1,"no","no","no",5214,7054,78,1,1,0
"2405",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"2406",6407578.1,0.189727117,6.99893e-05,5001,5,0,1,0,7,"no",0,16,"no","no","no",10580,8083,25,0,2,0
"2407",12495435.25,0.027650988,0.341071945,2235,9,0,3,0,12,"no",0,11,"no","no","no",6708,12527,47,0,3,0
"2408",8392316.21,0.426396297,0.002211665,4523,6,0,1,0,3,"no",0,5,"no","yes","yes",12885,9843,53,0,8,0
"2409",5293464.965,0.023464016,0.195781053,2279,8,1,3,0,2,"no",0,2,"no","no","no",5130,11561,71,0,4,0
"2410",4579593.033,0.040431201,0.21843974,1988,2,0,4,0,4,"no",0,7,"no","no","yes",5200,10771,18,0,7,0
"2411",7984443.568,0.372734826,0.000995363,4547,8,1,1,0,7,"no",0,5,"no","yes","no",8404,2874,155,0,6,0
"2412",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"2413",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
"2414",5540725.595,0.268177191,0,748,6,2,0,0,6,"no",0,4,"no","yes","no",7480,14688,22,0,7,0
"2415",7887684.174,0.222646321,0.188783766,2707,4,0,0,0,10,"no",0,1,"no","no","no",7471,10235,58,0,6,0
"2416",13089795.79,0.183968555,0.150817539,922,4,0,4,0,10,"no",0,5,"no","yes","no",4107,22101,17,0,58,0
"2417",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"2418",6050064.566,0.16752567,0.093442564,2372,8,0,2,1,11,"no",0,4,"no","yes","no",5579,8437,38,0,9,0
"2419",9249237.174,0.374067926,0,4116,5,0,3,0,1,"no",0,5,"no","no","no",12538,5743,50,1,9,0
"2420",7887684.174,0.222646321,0.188783766,2707,4,0,0,0,10,"no",0,1,"no","no","no",7471,10235,58,0,6,0
"2421",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"2422",3707575.212,0.030566196,0.041365446,3530,5,0,1,0,1,"no",0,4,"no","no","no",5399,10046,4,0,4,0
"2423",11638050.15,0.068202173,0.042031587,3240,9,0,2,1,29,"yes",3,5,"no","yes","no",10594,5350,99,1,33,1
"2424",9282438.657,0.153279465,0.127375905,3844,7,0,3,0,3,"no",0,9,"no","no","no",9229,12299,41,0,1,0
"2425",7759253.984,0.278314608,0.148903891,1065,3,0,3,0,3,"no",0,2,"no","no","no",2305,3845,26,0,10,0
"2426",9629358.472,0.343753988,0.23861713,1522,5,0,3,0,18,"no",0,6,"no","yes","no",4692,12348,26,7,7,1
"2427",2081627.761,0.009851158,0,1104,4,0,1,0,5,"yes",1,8,"no","no","no",2798,77293,3,0,12,1
"2428",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"2429",4190070.548,0.051566848,0.034331497,3064,7,0,0,0,5,"no",0,4,"no","no","no",7003,15726,191,0,0,0
"2430",4662813.069,0.109947031,0.050272014,2058,6,1,0,1,4,"no",0,3,"no","no","no",6156,119309,31,0,12,0
"2431",8993640.418,0.066940871,0.306977489,1768,4,0,5,1,12,"no",0,7,"no","yes","no",6371,13386,68,1,0,0
"2432",10842309.74,0.06217241,0.161531741,5278,6,0,2,0,4,"no",0,4,"no","no","no",4222,24306,8,11,9,4
"2433",8659075.461,0.416866452,0.069660344,3107,9,0,1,0,8,"no",0,2,"no","yes","no",11500,160956,104,0,7,0
"2434",6424173.859,0.216360617,0.060753049,1766,2,0,0,0,3,"no",0,7,"no","yes","no",4592,9914,36,0,11,0
"2435",17881913.61,0.260652636,0.133215333,5153,13,0,3,0,13,"no",0,4,"no","yes","yes",9536,9590,58,0,4,0
"2436",3496889.653,0.067926965,0.174739084,1744,6,0,0,0,5,"no",0,3,"no","no","no",4608,6200,17,14,5,0
"2437",6050064.566,0.16752567,0.093442564,2372,8,0,2,1,11,"no",0,4,"no","yes","no",5579,8437,38,0,9,0
"2438",4800968.266,0.294717517,0,0,1,1,1,1,20,"no",0,5,"no","no","no",2129,10852,17,0,16,0
"2439",4512002.453,0.128162441,0.015016892,1525,3,0,0,1,14,"no",0,8,"no","no","no",5873,5001,41,0,16,0
"2440",5264733.751,0.184282943,0.050755569,3082,4,0,0,0,10,"no",0,1,"no","no","no",6668,11620,58,0,14,0
"2441",4190070.548,0.051566848,0.034331497,3064,7,0,0,0,5,"no",0,4,"no","no","no",7003,15726,191,0,0,0
"2442",10518366.87,0.334905313,0.012338886,3494,7,0,2,0,7,"no",0,4,"no","no","no",10307,10571,45,0,2,0
"2443",16751119.46,0.338150977,0.041124634,4606,9,0,1,0,6,"no",0,10,"no","no","no",12102,16805,14,25,9,0
"2444",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"2445",7307410.574,0.065444314,7.81528e-05,1874,4,1,3,2,29,"yes",10,23,"no","yes","no",6644,11989,19,4,25,1
"2446",9249237.174,0.374067926,0,4116,5,0,3,0,1,"no",0,5,"no","no","no",12538,5743,50,1,9,0
"2447",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"2448",4395332.782,0.063755213,0.038692987,2215,4,0,2,0,7,"no",0,5,"no","yes","no",7105,9353,108,0,4,0
"2449",4190070.548,0.051566848,0.034331497,3064,7,0,0,0,5,"no",0,4,"no","no","no",7003,15726,191,0,0,0
"2450",13089795.79,0.183968555,0.150817539,922,4,0,4,0,10,"no",0,5,"no","yes","no",4107,22101,17,0,58,0
"2451",9282438.657,0.153279465,0.127375905,3844,7,0,3,0,3,"no",0,9,"no","no","no",9229,12299,41,0,1,0
"2452",8338438.453,0.037753826,0.127811589,2974,6,0,1,1,13,"no",0,3,"no","no","no",6455,9471,34,0,1,0
"2453",8097031.584,0.109135307,0.407276235,1033,2,0,0,0,1,"no",0,0,"yes","no","yes",1929,22444,39,0,0,0
"2454",4787424.272,0.03845587,0.122090347,3272,6,0,4,0,7,"no",0,0,"no","no","no",6980,9174,101,0,11,0
"2455",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"2456",4395332.782,0.063755213,0.038692987,2215,4,0,2,0,7,"no",0,5,"no","yes","no",7105,9353,108,0,4,0
"2457",8841267.454,0.127511955,0.307466659,2646,6,0,2,0,3,"no",0,5,"no","no","no",7943,10483,101,0,2,0
"2458",3799999.352,0.232655892,0.149666373,1838,3,0,4,0,6,"no",0,1,"no","yes","no",5104,12050,49,0,7,0
"2459",4579593.033,0.040431201,0.21843974,1988,2,0,4,0,4,"no",0,7,"no","no","yes",5200,10771,18,0,7,0
"2460",14883622.34,0.024444186,0.158249043,3848,5,0,1,0,4,"no",0,0,"no","yes","no",2488,12465,12,36,14,9
"2461",7587523.226,0.398794394,0,3420,6,0,0,0,3,"no",0,5,"no","yes","yes",6281,9457,1,0,5,0
"2462",52351766.54,0.070662054,0.035145267,4050,8,0,0,0,5,"no",0,3,"no","yes","no",11024,7388,68,14,21,1
"2463",7632939.805,0.051843748,0.43788524,1503,3,0,0,0,3,"no",0,5,"no","yes","no",4371,8340,55,0,12,0
"2464",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"2465",11638050.15,0.068202173,0.042031587,3240,9,0,2,1,29,"yes",3,5,"no","yes","no",10594,5350,99,1,33,1
"2466",5361326.947,0.197068419,0.036122292,1926,4,0,1,0,11,"no",0,1,"no","yes","no",6799,6828,52,0,2,0
"2467",7792845.494,0.528252203,0,2794,4,0,0,0,7,"no",0,4,"no","no","no",708,98068,37,29,127,1
"2468",5586342.585,0.086219843,0.040242764,1820,3,1,3,0,9,"no",0,1,"no","no","no",7717,5609,73,0,7,0
"2469",11754772.16,0.188712765,0.090799103,10175,14,0,5,0,16,"no",0,15,"no","no","no",12303,18008,3,0,17,0
"2470",8338438.453,0.037753826,0.127811589,2974,6,0,1,1,13,"no",0,3,"no","no","no",6455,9471,34,0,1,0
"2471",4996777.402,0.011047989,0.246623602,659,6,0,3,0,8,"no",0,6,"no","no","no",3536,6643,25,0,9,2
"2472",13089795.79,0.183968555,0.150817539,922,4,0,4,0,10,"no",0,5,"no","yes","no",4107,22101,17,0,58,0
"2473",5361326.947,0.197068419,0.036122292,1926,4,0,1,0,11,"no",0,1,"no","yes","no",6799,6828,52,0,2,0
"2474",2641243.496,0.015899966,0.051942062,884,2,0,2,0,6,"no",0,0,"no","no","no",4168,302,66,0,3,1
"2475",7759253.984,0.278314608,0.148903891,1065,3,0,3,0,3,"no",0,2,"no","no","no",2305,3845,26,0,10,0
"2476",7792845.494,0.528252203,0,2794,4,0,0,0,7,"no",0,4,"no","no","no",708,98068,37,29,127,1
"2477",7126815.285,0.125881935,0.458174486,1208,4,0,1,0,6,"no",0,5,"no","no","no",4434,10265,55,0,6,0
"2478",26155137.04,0.137846204,0.041116354,11926,13,1,1,0,13,"no",0,4,"no","no","no",7410,10230,173,19,116,5
"2479",4934147.224,0.11640032,0.122190486,1578,3,0,1,0,6,"no",0,3,"no","no","no",7214,5366,49,0,5,0
"2480",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"2481",11391678.48,0.055643565,0.243204519,2395,5,0,0,0,0,"no",0,0,"no","no","no",948,28468,3,0,2,0
"2482",6206098.885,0.12812331,0.089039719,2881,5,0,0,0,10,"no",0,11,"no","no","no",6881,14184,24,0,3,0
"2483",3998216.265,0.258712472,0.014423114,1094,1,0,0,0,2,"no",0,3,"no","no","no",3963,16598,102,0,1,0
"2484",12583535.69,0.194702869,0.069753361,6839,10,0,1,0,17,"no",0,11,"no","no","no",9083,1842,9,12,50,2
"2485",24813850.39,0.683844404,0.037177818,4172,7,0,1,0,7,"no",0,7,"no","yes","no",14748,23393,16,0,0,0
"2486",7887684.174,0.222646321,0.188783766,2707,4,0,0,0,10,"no",0,1,"no","no","no",7471,10235,58,0,6,0
"2487",7462269.563,0.387099854,0.007720282,3648,6,0,0,0,4,"no",0,4,"no","no","no",11931,8842,14,0,2,0
"2488",15094874.77,0.300284261,0.033493708,7610,11,0,3,0,11,"no",0,8,"no","yes","no",19275,138754,112,5,8,1
"2489",7506452.02,0.007670134,0.486245621,852,3,0,0,0,7,"no",0,6,"no","yes","no",2608,2522,24,0,2,0
"2490",7587523.226,0.398794394,0,3420,6,0,0,0,3,"no",0,5,"no","yes","yes",6281,9457,1,0,5,0
"2491",4808269.831,0.112559644,0.118537385,1463,7,0,1,0,5,"no",0,0,"no","yes","no",7609,10356,59,0,4,0
"2492",5361326.947,0.197068419,0.036122292,1926,4,0,1,0,11,"no",0,1,"no","yes","no",6799,6828,52,0,2,0
"2493",9249237.174,0.374067926,0,4116,5,0,3,0,1,"no",0,5,"no","no","no",12538,5743,50,1,9,0
"2494",7462269.563,0.387099854,0.007720282,3648,6,0,0,0,4,"no",0,4,"no","no","no",11931,8842,14,0,2,0
"2495",6377883.078,0.017855768,0.333891544,4266,6,0,0,0,7,"no",0,0,"no","no","no",8782,8640,78,0,4,0
"2496",15094874.77,0.300284261,0.033493708,7610,11,0,3,0,11,"no",0,8,"no","yes","no",19275,138754,112,5,8,1
"2497",10508030.1,0.331318706,0.020741326,1807,8,0,2,0,12,"no",0,5,"no","yes","no",5671,7554,82,0,5,2
"2498",52351766.54,0.070662054,0.035145267,4050,8,0,0,0,5,"no",0,3,"no","yes","no",11024,7388,68,14,21,1
"2499",6879019.638,0.061476659,0.282797669,2546,5,0,0,0,5,"no",0,6,"no","no","no",8428,11960,47,0,5,0
"2500",4800968.266,0.294717517,0,0,1,1,1,1,20,"no",0,5,"no","no","no",2129,10852,17,0,16,0
"2501",15094874.77,0.300284261,0.033493708,7610,11,0,3,0,11,"no",0,8,"no","yes","no",19275,138754,112,5,8,1
"2502",5391434.257,0.079151397,0,3092,5,0,0,2,4,"no",0,2,"no","yes","no",8485,7719,223,0,8,0
"2503",5725729.259,0.141280723,0.175054867,3916,4,0,1,0,6,"no",0,0,"no","yes","no",7691,7935,95,0,3,0
"2504",10518366.87,0.334905313,0.012338886,3494,7,0,2,0,7,"no",0,4,"no","no","no",10307,10571,45,0,2,0
"2505",8398460.622,0.015233744,0.037316452,3240,9,0,4,2,25,"no",0,10,"no","yes","no",8563,2581,48,0,16,1
"2506",6377883.078,0.017855768,0.333891544,4266,6,0,0,0,7,"no",0,0,"no","no","no",8782,8640,78,0,4,0
"2507",14286990.83,0.389353565,0.194489265,5041,7,0,3,0,5,"no",0,5,"no","yes","no",12424,1429,88,0,8,0
"2508",4048456.782,0.001879375,0.327018035,627,5,0,1,0,15,"no",0,0,"no","no","no",3345,7863,16,0,0,0
"2509",7792845.494,0.528252203,0,2794,4,0,0,0,7,"no",0,4,"no","no","no",708,98068,37,29,127,1
"2510",7905261.321,0.014925117,0.319809354,643,4,0,5,1,14,"no",0,8,"no","yes","no",6551,8609,94,0,7,0
"2511",5704502.19,0.043127101,0.151346216,926,6,0,4,0,7,"no",0,1,"no","yes","no",8422,147748,81,0,9,0
"2512",7963518.819,0.126499246,0.161975568,2854,5,0,3,0,11,"no",0,7,"no","yes","no",8001,16371,44,0,9,0
"2513",10416574.64,0.146446907,0.197367951,1135,2,0,0,0,1,"no",0,1,"no","no","no",841,13197,9,2,6,0
"2514",10053051.74,0.096270197,0.300322518,5088,4,0,1,0,10,"no",0,9,"no","yes","no",12703,6229,35,0,5,0
